Date,Cases,Deaths,Recovered,Travel_history,Province,City,masks,sanitizers
4/12/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak,500,3614
4/12/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,943,2234
4/12/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,620,1039
4/12/2020,10,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,849,4288
4/12/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,857,4254
4/12/2020,2,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Swat,586,1555
4/12/2020,32,2,25,Local - Social Contact,Punjab,Lahore,973,3614
4/12/2020,19,0,0,Local - Social Contact,Punjab,Multan,654,3994
4/12/2020,0,0,175,Iran/Taftan,Punjab,Dera Ghazi Khan,659,4765
4/12/2020,6,0,0,Local - Social Contact,Punjab,Gujrat,533,3734
4/12/2020,2,0,0,Local - Social Contact,Punjab,Rawalpindi,827,3317
4/12/2020,3,0,0,Local - Social Contact,Punjab,Faisalabad,629,3897
4/12/2020,19,0,0,Local - Social Contact,Punjab,Rahim Yar Khan,777,3758
4/12/2020,6,0,0,Local - Social Contact,Punjab,Vehari,976,4244
4/12/2020,1,0,0,Local - Social Contact,Punjab,Khushab,653,1275
4/12/2020,1,0,0,Local - Social Contact,Punjab,Bahawalpur,601,718
4/12/2020,9,0,0,Jail,Punjab,Lahore,685,2774
4/12/2020,79,2,18,Unknown,Sindh,Karachi,645,2118
4/12/2020,14,0,0,Unknown,Sindh,Khairpur,564,4677
4/13/2020,3,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad,584,3974
4/13/2020,1,0,0,Local - Social Contact,Baluchistan,Quetta,794,1180
4/13/2020,9,0,0,Local - Social Contact,Federal Administration Tribal Area,Kurrum,977,2841
4/13/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,Mohmand,841,2742
4/13/2020,0,0,1,Local - Social Contact,Federal Administration Tribal Area,Bajaur,578,690
4/13/2020,12,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad,834,2663
4/13/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,821,2192
4/13/2020,1,1,1,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,717,978
4/13/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,855,4650
4/13/2020,3,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,679,4720
4/13/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,574,2505
4/13/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,561,4966
4/13/2020,31,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,759,4044
4/13/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,957,3671
4/13/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Swabi,811,1934
4/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat,552,1456
4/13/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,881,2241
4/13/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,848,2798
4/13/2020,0,1,0,Unknown,Punjab,Lahore,931,751
4/13/2020,0,0,0,Tableeghi Jamaat,Punjab,Dera Ghazi Khan,923,3964
4/13/2020,60,0,0,Local - Social Contact,Punjab,Multan,540,4975
4/13/2020,39,1,30,Unknown,Sindh,Karachi,947,1526
4/13/2020,1,0,0,Local - Social Contact,Sindh,Sujawal,612,3018
4/13/2020,1,0,0,Local - Social Contact,Sindh,Sanghar,571,3936
4/14/2020,17,0,0,Local - Social Contact,Baluchistan,Quetta,692,1673
4/14/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,Khyber,888,2761
4/14/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,North Waziristan,943,4984
4/14/2020,10,0,6,Local - Social Contact,Gilgit-Baltistan,Shigar,766,4844
4/14/2020,0,0,5,Local - Social Contact,Gilgit-Baltistan,Kharmang,643,4826
4/14/2020,0,0,11,Local - Social Contact,Gilgit-Baltistan,Skardu,809,2310
4/14/2020,0,0,2,Local - Social Contact,Gilgit-Baltistan,Ghanche,969,1092
4/14/2020,22,3,0,Unknown,Khyber Pakhtunkhwa,Peshawar,978,3363
4/14/2020,4,0,0,Unknown,Khyber Pakhtunkhwa,Dera Ismail Khan,979,1966
4/14/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,502,3258
4/14/2020,7,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner,851,526
4/14/2020,4,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,648,3501
4/14/2020,11,0,7,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,876,3659
4/14/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu,986,817
4/14/2020,1,0,5,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,995,2638
4/14/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,507,3164
4/14/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,600,2588
4/14/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,853,3780
4/14/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Swat,526,649
4/14/2020,0,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,538,4413
4/14/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,800,4268
4/14/2020,35,4,0,Unknown,Punjab,Lahore,692,2115
4/14/2020,45,0,0,Local - Social Contact,Punjab,Multan,778,2190
4/14/2020,13,0,0,Local - Social Contact,Punjab,Gujrat,634,3260
4/14/2020,44,0,0,Local - Social Contact,Punjab,Jehlum,782,3701
4/14/2020,2,0,0,Local - Social Contact,Punjab,Gujranwala,636,2845
4/14/2020,22,0,0,Local - Social Contact,Punjab,Rawalpindi,943,1118
4/14/2020,7,0,0,Local - Social Contact,Punjab,Faisalabad,591,2373
4/14/2020,11,0,0,Local - Social Contact,Punjab,Mandi Bahauddin,541,1274
4/14/2020,8,0,0,Local - Social Contact,Punjab,Mianwali,810,4908
4/14/2020,15,0,0,Local - Social Contact,Punjab,Narowal,802,2667
4/14/2020,5,0,0,Local - Social Contact,Punjab,Rahim Yar Khan,879,4009
4/14/2020,36,0,0,Local - Social Contact,Punjab,Sargodha,748,1342
4/14/2020,7,0,0,Local - Social Contact,Punjab,Sahewal,779,2691
4/14/2020,9,0,0,Local - Social Contact,Punjab,Rajanpur,709,1224
4/14/2020,22,0,0,Local - Social Contact,Punjab,Sialkot,960,1486
4/14/2020,5,0,0,Local - Social Contact,Punjab,Bahawal Nagar,798,2549
4/14/2020,35,0,0,Local - Social Contact,Punjab,Hafizabad,778,2370
4/14/2020,52,0,0,Local - Social Contact,Punjab,Muzaffargar,918,3208
4/14/2020,2,0,0,Local - Social Contact,Punjab,Nankana,674,1282
4/14/2020,47,0,0,Local - Social Contact,Punjab,Vehari,610,4764
4/14/2020,2,0,0,Local - Social Contact,Punjab,Khushab,633,1420
4/14/2020,11,0,0,Local - Social Contact,Punjab,Laiya,905,4970
4/14/2020,2,0,0,Local - Social Contact,Punjab,Khanewal,793,4793
4/14/2020,8,0,0,Local - Social Contact,Punjab,Sheikhupura,642,3785
4/14/2020,1,0,0,Local - Social Contact,Punjab,Pakpatan,846,4754
4/14/2020,14,0,0,Local - Social Contact,Punjab,Bhakhar,556,3730
4/14/2020,10,0,0,Tableeghi Jamaat,Punjab,Raiwind,981,3621
4/14/2020,66,3,0,Local - Social Contact,Sindh,Karachi,763,1382
4/14/2020,0,1,3,Local - Social Contact,Sindh,Hyderabad,652,3729
4/14/2020,0,0,1,Iran/Taftan,Sindh,Sukkur,665,3927
4/15/2020,3,0,0,Unknown,Azad Jummu Kashmir,Muzaffarabad,579,2446
4/15/2020,33,1,13,Unknown,Baluchistan,Quetta,594,2325
4/15/2020,0,0,1,Local - Social Contact,Federal Administration Tribal Area,Khyber,664,2596
4/15/2020,0,0,19,Local - Social Contact,Gilgit-Baltistan,Skardu,595,4774
4/15/2020,3,0,0,Local - Social Contact,Gilgit-Baltistan,Diamer,864,1047
4/15/2020,2,0,0,Local - Social Contact,Gilgit-Baltistan,Nagar,613,4386
4/15/2020,6,0,2,Local - Social Contact,Gilgit-Baltistan,Astore,535,3140
4/15/2020,0,0,1,Local - Social Contact,Gilgit-Baltistan,Nagar,982,4886
4/15/2020,9,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad,885,2650
4/15/2020,38,4,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,560,1394
4/15/2020,0,0,3,Iran/Taftan,Khyber Pakhtunkhwa,Peshawar,749,1745
4/15/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,927,1042
4/15/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan,890,4882
4/15/2020,1,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,642,4231
4/15/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai,732,4126
4/15/2020,1,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Swat,534,3404
4/15/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,786,3741
4/15/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,734,4193
4/15/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,685,4196
4/15/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,982,1170
4/15/2020,20,0,0,Local - Social Contact,Punjab,Rawalpindi,929,1005
4/15/2020,10,0,0,Local - Social Contact,Punjab,Gujranwala,509,869
4/15/2020,0,0,28,Local - Social Contact,Punjab,Lahore,553,1788
4/15/2020,0,0,1,Local - Social Contact,Punjab,Chakwal,723,723
4/15/2020,24,0,0,Local - Social Contact,Punjab,Lahore,879,2616
4/15/2020,3,0,0,Local - Social Contact,Punjab,Mandi Bahauddin,545,4509
4/15/2020,1,0,0,Local - Social Contact,Punjab,Jhang,843,1081
4/15/2020,7,0,0,Local - Social Contact,Punjab,Narowal,779,2991
4/15/2020,1,0,0,Local - Social Contact,Sindh,Larkana,906,2866
4/15/2020,7,0,0,Local - Social Contact,Sindh,Naushero Feroz,739,4180
4/15/2020,28,0,0,Local - Social Contact,Sindh,Shaheed Benazirabad,894,3348
4/15/2020,20,0,104,Tableeghi Jamaat,Sindh,Hyderabad,865,1723
4/15/2020,94,5,27,Local - Social Contact,Sindh,Karachi,673,1294
4/15/2020,0,1,0,Iran/Taftan,Sindh,Sukkur,770,1942
4/16/2020,24,2,59,Local - Social Contact,Baluchistan,Quetta,783,3287
4/16/2020,2,0,0,Local - Social Contact,Federal Administration Tribal Area,Kurrum,930,3756
4/16/2020,0,0,1,Local - Social Contact,Federal Administration Tribal Area,Bajaur,721,1046
4/16/2020,8,0,6,Unknown,Gilgit-Baltistan,Gilgit,959,1177
4/16/2020,5,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad,942,4612
4/16/2020,22,2,1,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,964,4805
4/16/2020,1,1,4,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,887,2422
4/16/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,654,4680
4/16/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,802,2080
4/16/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,814,2934
4/16/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,744,939
4/16/2020,2,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,668,3351
4/16/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,625,4506
4/16/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,793,3222
4/16/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,579,3854
4/16/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,788,3494
4/16/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,790,4765
4/16/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,616,3078
4/16/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat,850,4403
4/16/2020,21,0,0,Local - Social Contact,Punjab,Rawalpindi,675,3242
4/16/2020,10,0,0,Local - Social Contact,Punjab,Gujranwala,525,3864
4/16/2020,9,0,0,Local - Social Contact,Punjab,Multan,646,1949
4/16/2020,4,0,0,Local - Social Contact,Punjab,Gujrat,863,4861
4/16/2020,0,7,112,Unknown,Punjab,Lahore,657,855
4/16/2020,24,0,0,Local - Social Contact,Punjab,Lahore,876,1246
4/16/2020,8,0,0,Local - Social Contact,Punjab,Faisalabad,567,606
4/16/2020,1,0,0,Local - Social Contact,Punjab,Dera Ghazi Khan,604,4670
4/16/2020,21,0,0,Local - Social Contact,Punjab,Rahim Yar Khan,523,1667
4/16/2020,86,0,0,Unknown,Punjab,Sargodha,868,1789
4/16/2020,3,0,0,Local - Social Contact,Punjab,Sialkot,666,2294
4/16/2020,3,0,0,Local - Social Contact,Punjab,Bahawal Nagar,863,1293
4/16/2020,48,0,0,Unknown,Punjab,Bahawalpur,811,3110
4/16/2020,4,0,0,Local - Social Contact,Punjab,Sheikhupura,884,1466
4/16/2020,1,0,0,Local - Social Contact,Punjab,Bhakhar,887,853
4/16/2020,10,0,0,Tableeghi Jamaat,Punjab,Multan,818,1505
4/16/2020,21,0,0,Local - Social Contact,Punjab,Khushab,646,948
4/16/2020,70,4,16,Local - Social Contact,Sindh,Karachi,572,4284
4/16/2020,1,0,0,Local - Social Contact,Sindh,Hyderabad,615,1633
4/16/2020,10,0,0,Local - Social Contact,Sindh,Dadu,845,2376
4/16/2020,3,0,0,Local - Social Contact,Sindh,Shikarpur,785,2687
4/16/2020,0,0,0,Unknown,Sindh,Khairpur,530,1722
4/16/2020,52,0,0,Unknown,Sindh,Sukkur,502,1490
4/16/2020,96,0,0,Unknown,Sindh,Ghotki,576,2865
4/16/2020,4,0,0,Local - Social Contact,Sindh,Tando Alahyar,592,2773
4/16/2020,1,0,0,Local - Social Contact,Sindh,Tando M. Khan,506,1242
4/16/2020,12,0,0,Local - Social Contact,Sindh,Sanghar,623,4546
4/16/2020,5,0,0,Local - Social Contact,Sindh,Sujawal,692,4416
4/16/2020,3,0,0,Local - Social Contact,Sindh,Naushero Feroz,970,1151
4/16/2020,2,0,0,Local - Social Contact,Sindh,Badin,919,4766
4/16/2020,2,0,0,Local - Social Contact,Sindh,Jamshoro,922,4089
4/16/2020,53,0,0,Unknown,Sindh,Shaheed Benazirabad,979,1103
4/17/2020,2,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad,978,4559
4/17/2020,6,0,0,Unknown,Baluchistan,Quetta,802,1806
4/17/2020,41,0,0,Local - Social Contact,Baluchistan,Quetta,801,1249
4/17/2020,5,0,9,Local - Social Contact,Gilgit-Baltistan,Gilgit,562,4614
4/17/2020,9,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad,933,4341
4/17/2020,24,2,0,Local - Social Contact,Punjab,Lahore,632,3383
4/17/2020,20,0,0,Local - Social Contact,Punjab,Rawalpindi,564,3706
4/17/2020,10,0,0,Local - Social Contact,Punjab,Gujranwala,760,4744
4/17/2020,9,0,0,Local - Social Contact,Punjab,Multan,626,1106
4/17/2020,4,0,0,Local - Social Contact,Punjab,Gujrat,989,1477
4/17/2020,8,0,0,Local - Social Contact,Punjab,Faisalabad,623,2574
4/17/2020,20,0,0,Local - Social Contact,Punjab,Rahim Yar Khan,611,3676
4/17/2020,3,0,0,Local - Social Contact,Punjab,Sialkot,624,944
4/17/2020,4,0,0,Local - Social Contact,Punjab,Bahawal Nagar,874,4452
4/17/2020,95,0,0,Tableeghi Jamaat,Punjab,Multan,713,2204
4/17/2020,9,0,0,Local - Social Contact,Punjab,Muzaffargar,773,1161
4/17/2020,2,0,0,Local - Social Contact,Punjab,Nankana,613,1768
4/17/2020,1,0,0,Local - Social Contact,Punjab,Kasur,746,1804
4/17/2020,4,0,0,Local - Social Contact,Punjab,Laiya,908,3319
4/17/2020,123,2,3,Unknown,Sindh,Karachi,989,2727
4/17/2020,0,0,2,Local - Social Contact,Sindh,Larkana,748,2529
4/17/2020,1,0,0,Local - Social Contact,Sindh,Badin,863,2637
4/17/2020,1,0,0,Local - Social Contact,Sindh,Naushero Feroz,881,4087
4/17/2020,2,0,0,Local - Social Contact,Sindh,Sujawal,965,1563
4/17/2020,1,0,0,Local - Social Contact,Sindh,Sanghar,753,3285
4/17/2020,6,0,0,Local - Social Contact,Sindh,Tando M. Khan,958,2098
4/17/2020,28,0,0,Unknown,Sindh,Ghotki,820,1924
4/17/2020,73,0,0,Unknown,Sindh,Khairpur,900,3657
4/17/2020,1,0,0,Local - Social Contact,Sindh,Umerkot,876,894
4/18/2020,8,0,0,Local - Social Contact,Baluchistan,Quetta,749,1258
4/18/2020,7,0,1,Local - Social Contact,Gilgit-Baltistan,Gilgit,639,3437
4/18/2020,9,1,2,Local - Social Contact,Islamabad Capital Territory,Islamabad,687,2113
4/18/2020,43,5,0,Unknown,Khyber Pakhtunkhwa,Peshawar,905,2928
4/18/2020,41,0,0,Afghanistan,Khyber Pakhtunkhwa,Peshawar,553,3023
4/18/2020,2,0,25,India,Punjab,Lahore,782,2047
4/18/2020,5,4,0,Local - Social Contact,Punjab,Lahore,793,2412
4/18/2020,2,0,0,Local - Social Contact,Punjab,Dera Ghazi Khan,643,1643
4/18/2020,7,0,0,Local - Social Contact,Punjab,Gujrat,524,1297
4/18/2020,1,0,0,Local - Social Contact,Punjab,Rawalpindi,591,4531
4/18/2020,1,0,0,Local - Social Contact,Punjab,Chakwal,710,2863
4/18/2020,1,0,0,Local - Social Contact,Punjab,Attock,901,1212
4/18/2020,138,1,11,Unknown,Sindh,Karachi,993,956
4/18/2020,1,0,0,Local - Social Contact,Sindh,Kambar Shahdadkot,926,4736
4/18/2020,9,0,0,Local - Social Contact,Sindh,Kashmore,539,2707
4/18/2020,6,0,0,Local - Social Contact,Sindh,Mirpurkhas,738,2909
4/18/2020,4,0,0,Local - Social Contact,Sindh,Tharparkar,766,3826
4/18/2020,0,0,0,Iran/Taftan,Sindh,Sukkur,973,3581
4/19/2020,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad,724,1641
4/19/2020,56,0,0,Local - Social Contact,Baluchistan,Quetta,538,1434
4/19/2020,0,1,0,Local - Social Contact,Federal Administration Tribal Area,Mohmand,872,3175
4/19/2020,6,0,1,Local - Social Contact,Gilgit-Baltistan,Gilgit,954,4760
4/19/2020,8,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad,918,2816
4/19/2020,60,2,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,686,4556
4/19/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,712,4129
4/19/2020,0,4,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,911,3688
4/19/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,684,4400
4/19/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,598,841
4/19/2020,0,0,5,Local - Social Contact,Khyber Pakhtunkhwa,Hangu,971,4418
4/19/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,586,1319
4/19/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,883,2660
4/19/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat,892,1379
4/19/2020,0,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,969,2959
4/19/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Swabi,527,2658
4/19/2020,0,0,8,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,707,3033
4/19/2020,0,0,15,Local - Social Contact,Khyber Pakhtunkhwa,Buner,531,3524
4/19/2020,0,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,809,1046
4/19/2020,0,0,29,Tableeghi Jamaat,Punjab,Lahore,952,4079
4/19/2020,3,0,0,Jail,Punjab,Lahore,679,1604
4/19/2020,36,0,0,Local - Social Contact,Punjab,Lahore,971,4748
4/19/2020,3,0,0,Local - Social Contact,Punjab,Multan,586,4389
4/19/2020,0,0,4,Local - Social Contact,Punjab,Gujrat,517,1558
4/19/2020,15,0,0,Local - Social Contact,Punjab,Gujranwala,531,3343
4/19/2020,32,0,0,Local - Social Contact,Punjab,Rawalpindi,777,3361
4/19/2020,1,0,0,Local - Social Contact,Punjab,Narowal,564,1015
4/19/2020,2,0,0,Local - Social Contact,Punjab,Rahim Yar Khan,987,2337
4/19/2020,29,0,0,Local - Social Contact,Punjab,Sargodha,675,4254
4/19/2020,13,0,0,Local - Social Contact,Punjab,Attock,581,3097
4/19/2020,1,0,0,Local - Social Contact,Punjab,Sahewal,676,4479
4/19/2020,23,0,0,Local - Social Contact,Punjab,Sialkot,904,4793
4/19/2020,0,0,1,Local - Social Contact,Punjab,Hafizabad,937,1720
4/19/2020,7,0,0,Local - Social Contact,Punjab,Nankana,663,4021
4/19/2020,0,0,4,Local - Social Contact,Punjab,Bahawalpur,580,4464
4/19/2020,76,0,0,Local - Social Contact,Punjab,Lodhran,606,958
4/19/2020,5,0,0,Local - Social Contact,Punjab,Khanewal,976,4287
4/19/2020,5,0,0,Local - Social Contact,Punjab,Toba Tek Singh,600,1048
4/19/2020,3,0,0,Local - Social Contact,Punjab,Sheikhupura,701,2672
4/19/2020,1,0,0,Local - Social Contact,Punjab,Bhakhar,657,4510
4/19/2020,182,8,0,Unknown,Sindh,Karachi,645,1033
4/19/2020,3,0,0,Local - Social Contact,Sindh,Umerkot,947,2525
4/19/2020,2,0,0,Local - Social Contact,Sindh,Shikarpur,946,3813
4/19/2020,10,0,0,Local - Social Contact,Sindh,Jacobabad,779,3069
4/20/2020,33,1,0,Local - Social Contact,Baluchistan,Quetta,880,2678
4/20/2020,18,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit,709,2983
4/20/2020,10,1,0,Local - Social Contact,Islamabad Capital Territory,Islamabad,577,4459
4/20/2020,98,5,11,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,903,4064
4/20/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,897,4451
4/20/2020,0,2,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurrum,829,1422
4/20/2020,0,2,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,779,2778
4/20/2020,0,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan,897,3626
4/20/2020,0,0,15,Local - Social Contact,Khyber Pakhtunkhwa,Swat,890,3271
4/20/2020,0,0,17,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,861,2796
4/20/2020,0,0,5,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,857,540
4/20/2020,334,1,0,Local - Social Contact,Punjab,Lahore,941,613
4/20/2020,150,5,10,Local - Social Contact,Sindh,Karachi,590,3741
4/20/2020,57,0,0,Unknown,Sindh,Larkana,643,4165
4/20/2020,6,0,0,Jail,Sindh,Karachi,946,4262
4/20/2020,1,0,0,Local - Social Contact,Sindh,Dadu,712,3859
4/21/2020,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad,676,1785
4/21/2020,31,0,0,Local - Social Contact,Baluchistan,Quetta,754,1874
4/21/2020,1,0,4,Local - Social Contact,Federal Administration Tribal Area,Khyber,707,770
4/21/2020,5,0,0,Local - Social Contact,Federal Administration Tribal Area,Kurrum,676,3411
4/21/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,North Waziristan,955,4967
4/21/2020,2,0,3,Local - Social Contact,Gilgit-Baltistan,Gilgit,626,2961
4/21/2020,4,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad,550,3927
4/21/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,618,2606
4/21/2020,69,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Karak,561,2799
4/21/2020,0,0,7,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,948,4634
4/21/2020,0,0,8,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,739,4048
4/21/2020,26,5,2,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,580,1155
4/21/2020,2,0,0,Afghanistan,Khyber Pakhtunkhwa,Peshawar,558,3318
4/21/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,603,3413
4/21/2020,1,0,9,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,928,3251
4/21/2020,8,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,506,3061
4/21/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi,687,3259
4/21/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,509,2665
4/21/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,994,765
4/21/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,503,2696
4/21/2020,11,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,694,3651
4/21/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,559,932
4/21/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat,607,1534
4/21/2020,0,2,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,721,4869
4/21/2020,217,9,39,Unknown,Punjab,Lahore,562,4694
4/21/2020,286,5,30,Local - Social Contact,Sindh,Karachi,704,3417
4/22/2020,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad,729,1145
4/22/2020,56,0,0,Local - Social Contact,Baluchistan,Quetta,836,2307
4/22/2020,7,0,3,Local - Social Contact,Gilgit-Baltistan,Gilgit,854,1268
4/22/2020,9,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad,843,1832
4/22/2020,2,0,0,Afghanistan,Khyber Pakhtunkhwa,Peshawar,676,2080
4/22/2020,2,0,0,Iran/Taftan,Khyber Pakhtunkhwa,Peshawar,546,4139
4/22/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,562,4662
4/22/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,961,1264
4/22/2020,29,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,540,4709
4/22/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,918,2771
4/22/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,533,2987
4/22/2020,17,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,735,2495
4/22/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,962,4398
4/22/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram,963,3548
4/22/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak,871,905
4/22/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurrum,632,1595
4/22/2020,39,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,814,4458
4/22/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,738,3178
